m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Катерина,Литвин,kateryna.lytvyn6@student.org,1969,2,25,SZU-42,67,19,38(097)78-13-698
Катерина,Зайцев,kateryna.zaytsev6@student.org,1969,1,17,VEU-58,67,19,38(098)67-97-360
Вера,Павленко,vera.pavlenko7@student.org,1973,7,24,CZN-74,67,20,38(067)25-94-647
Раїса,Стельмах,rayisa.stelmakh13@student.org,1992,10,3,JUE-17,67,20,38(066)23-46-582
Федір,Рибак,fedir.rybak12@student.org,2005,8,1,VMP-85,67,20,38(098)12-12-224
Сергій,Кузьменко,serhiy.kuzmenko18@student.org,2000,12,4,FRW-92,67,20,38(095)26-13-513
Раїса,Литвин,rayisa.lytvyn20@student.org,1975,10,18,BVL-74,67,19,38(097)37-95-420
Тарас,Гончаренко,taras.honcharenko17@student.org,1968,12,12,IVN-17,67,19,38(067)92-20-649
Лариса,Руденко,larysa.rudenko28@student.org,2001,10,19,EIP-13,67,19,38(067)36-83-526
Максим,Авраменко,maksym.avramenko26@student.org,1983,8,6,VSB-27,67,19,38(098)64-81-444
Лариса,Дорошенко,larysa.doroshenko33@student.org,1985,8,29,UUR-19,67,20,38(050)12-41-878
Ярослав,Гриценко,yaroslav.hrytsenko36@student.org,1985,12,3,RZG-31,67,20,38(099)43-98-349
Ірина,Кравченко,iryna.kravchenko39@student.org,1969,10,26,UFU-44,67,20,38(097)98-12-656
Володимир,Поліщук,volodymyr.polishchuk48@student.org,1966,4,30,OSQ-22,67,20,38(073)25-93-836
Людмила,Демченко,lyudmyla.demchenko1@student.org,1966,4,10,IIJ-75,67,20,38(068)88-64-158
Богдан,Рибак,bohdan.rybak4@student.org,1969,6,2,KTX-32,67,20,38(096)88-18-320
Наталія,Авраменко,nataliya.avramenko2@student.org,1990,8,30,SYH-35,67,20,38(073)99-79-851
Богдан,Гордієнко,bohdan.hordiyenko6@student.org,2006,10,15,BHE-94,67,20,38(073)63-50-479
Максим,Дорошенко,maksym.doroshenko11@student.org,1997,9,7,TPZ-52,67,21,38(063)84-56-744
Лілія,Білоус,liliya.bilous17@student.org,1962,6,10,FWL-33,67,21,38(097)78-63-215
Юлія,Мельник,yuliya.melnyk24@student.org,1998,1,12,XEU-77,67,21,38(098)29-93-138
Володимир,Поліщук,volodymyr.polishchuk28@student.org,2002,12,19,GDH-83,67,20,38(067)87-54-482
Федір,Коваль,fedir.koval30@student.org,1962,5,13,BNC-22,67,21,38(063)65-83-696
Ярослав,Гордієнко,yaroslav.hordiyenko29@student.org,1986,9,14,RWX-14,67,20,38(098)23-59-498
Віктор,Гордієнко,viktor.hordiyenko27@student.org,1969,3,13,GHZ-19,67,21,38(073)58-94-870
Артем,Король,artem.korol43@student.org,1984,7,25,GOA-66,67,21,38(095)72-28-399
Любов,Литвин,lyubov.lytvyn1@student.org,2001,5,20,ZFK-10,67,22,38(095)78-18-393
Інна,Ткаченко,inna.tkachenko6@student.org,1993,11,4,MVA-13,67,21,38(093)69-33-362
Лілія,Костенко,liliya.kostenko11@student.org,1971,8,21,KIQ-96,67,21,38(066)34-56-829
Олена,Лисенко,olena.lysenko13@student.org,1962,4,30,QPU-55,67,21,38(068)14-30-746
Тетяна,Гайдук,tetyana.hayduk14@student.org,1977,5,27,ESN-34,67,22,38(099)97-69-894
Катерина,Марченко,kateryna.marchenko34@student.org,1996,4,15,UZN-67,67,22,38(068)32-73-925
Віктор,Гладко,viktor.hladko39@student.org,1987,6,24,VVA-57,67,22,38(066)19-35-413
Лариса,Руденко,larysa.rudenko38@student.org,1986,12,29,NNX-59,67,21,38(073)78-10-286
Олеся,Лисенко,olesya.lysenko2@student.org,1979,6,1,RCK-12,67,23,38(097)16-93-148
Анна,Дорошенко,anna.doroshenko9@student.org,1963,12,19,YPI-46,67,22,38(093)30-21-619
Валентина,Никоненко,valentyna.nykonenko21@student.org,1950,3,27,TPZ-52,67,22,38(097)22-39-678
Наталія,Никоненко,nataliya.nykonenko15@student.org,1977,4,8,MLF-20,67,22,38(068)72-85-446
Інна,Кравченко,inna.kravchenko15@student.org,1952,5,5,OXM-94,67,22,38(067)12-35-154
Тетяна,Демченко,tetyana.demchenko26@student.org,1980,9,30,RHT-52,67,22,38(068)81-76-558
Олеся,Коваленко,olesya.kovalenko21@student.org,1999,8,30,HOX-73,67,23,38(073)92-19-831
Петро,Литвин,petro.lytvyn39@student.org,1978,5,27,UXV-39,67,22,38(068)69-77-977
Олена,Савченко,olena.savchenko42@student.org,1996,1,26,ZSZ-74,67,23,38(067)88-23-386
Остап,Зайцев,ostap.zaytsev3@student.org,1956,4,15,ERU-29,67,24,38(067)61-10-476
Олеся,Стельмах,olesya.stelmakh11@student.org,1981,6,12,JBZ-52,67,23,38(066)82-87-752
Лілія,Михайленко,liliya.mykhaylenko17@student.org,2004,2,27,CXX-85,67,24,38(067)32-58-793
Сергій,Литвин,serhiy.lytvyn12@student.org,2007,11,29,QXW-81,67,23,38(066)76-66-415
Алла,Лисенко,alla.lysenko18@student.org,2005,3,5,WGM-82,67,23,38(068)84-82-402
Сергій,Панченко,serhiy.panchenko29@student.org,1984,5,1,TRB-55,67,23,38(099)56-55-189
Олеся,Лисенко,olesya.lysenko30@student.org,1972,8,17,WZP-70,67,23,38(099)24-72-163
Роман,Гончаренко,roman.honcharenko62@student.org,1996,6,28,RMT-81,67,24,38(066)26-56-849
Оксана,Василенко,oksana.vasylenko39@student.org,1963,10,25,VWX-29,67,24,38(073)54-70-662
Ярослав,Петренко,yaroslav.petrenko31@student.org,1964,1,26,MIY-47,67,24,38(068)53-86-551
Роман,Ковальчук,roman.kovalchuk1@student.org,1953,4,28,LQU-46,67,24,38(073)63-18-157
Роман,Марченко,roman.marchenko13@student.org,2007,12,10,PQD-81,67,24,38(073)13-33-354
Лариса,Костенко,larysa.kostenko6@student.org,1978,4,18,MWE-63,67,24,38(095)77-46-902
Лариса,Петренко,larysa.petrenko5@student.org,1985,5,16,UCG-83,67,25,38(093)67-66-780
Артем,Марченко,artem.marchenko20@student.org,1990,7,22,EGC-44,67,24,38(095)78-56-771
Сергій,Литвин,serhiy.lytvyn9@student.org,1963,3,21,WGE-61,67,25,38(063)57-85-164
Вікторія,Михайленко,viktoriya.mykhaylenko19@student.org,1983,7,11,ILN-30,67,25,38(063)68-92-630
Артем,Ковальчук,artem.kovalchuk17@student.org,1964,8,4,GSC-64,67,24,38(063)60-27-127
Андрій,Ткаченко,andriy.tkachenko23@student.org,1975,11,21,DXC-73,67,25,38(097)21-66-508
Артем,Дорошенко,artem.doroshenko28@student.org,1964,11,12,XPK-67,67,25,38(068)50-45-996
Галина,Гриценко,halyna.hrytsenko31@student.org,1978,10,1,UWS-86,67,25,38(073)29-53-317
Оксана,Левченко,oksana.levchenko17@student.org,1956,8,2,WLD-29,67,24,38(067)94-91-859
Роман,Руденко,roman.rudenko64@student.org,1954,12,14,TFG-96,67,25,38(066)32-22-486
Сергій,Коваль,serhiy.koval43@student.org,1997,1,26,MCS-42,67,24,38(096)83-40-995
Станіслав,Омельченко,stanislav.omelchenko@student.org,1969,10,22,JBI-43,67,26,38(099)69-10-255
Євгенія,Гордієнко,yevheniya.hordiyenko@student.org,1953,4,4,ZTE-88,67,26,38(066)39-62-734
Ганна,Поліщук,hanna.polishchuk6@student.org,2010,8,24,UBB-90,67,26,38(096)78-60-341
Галина,Гриценко,halyna.hrytsenko9@student.org,1982,12,10,RZJ-12,67,26,38(098)39-61-907
Костянтин,Гончаренко,kostyantyn.honcharenko19@student.org,1957,9,28,ASN-20,67,25,38(068)23-84-728
Михайло,Шевчук,mykhaylo.shevchuk25@student.org,2006,7,15,WBQ-25,67,26,38(095)58-17-850
Вікторія,Василенко,viktoriya.vasylenko24@student.org,1980,7,21,VTZ-45,67,25,38(097)59-91-348
Тарас,Авраменко,taras.avramenko26@student.org,1990,10,3,ODM-98,67,25,38(097)13-73-755
Ігор,Новік,ihor.novik29@student.org,1977,6,15,BEZ-96,67,25,38(050)99-28-334
Віктор,Іваненко,viktor.ivanenko24@student.org,1997,10,16,HNA-35,67,25,38(096)40-41-773
Олена,Коваль,olena.koval28@student.org,1991,3,16,LRO-77,67,25,38(098)25-55-558
Костянтин,Гладко,kostyantyn.hladko26@student.org,2004,10,8,RFR-30,67,26,38(095)63-57-588
Анна,Скрипка,anna.skrypka29@student.org,1963,1,11,QOJ-17,67,25,38(068)24-98-671
Любов,Романенко,lyubov.romanenko29@student.org,1951,6,22,ENL-85,67,25,38(068)34-64-943
Вікторія,Костенко,viktoriya.kostenko31@student.org,1990,4,26,QLL-46,67,26,38(066)77-20-968
Федір,Савченко,fedir.savchenko23@student.org,2005,10,11,RYZ-53,67,25,38(093)67-63-151
Вікторія,Стельмах,viktoriya.stelmakh40@student.org,2010,5,6,SFL-28,67,25,38(073)82-18-924
Вікторія,Коваль,viktoriya.koval35@student.org,1997,10,13,MVV-43,67,25,38(097)69-57-705
Ярослав,Авраменко,yaroslav.avramenko39@student.org,1955,11,11,KFF-44,67,25,38(068)47-48-346
Любов,Костенко,lyubov.kostenko4@student.org,2001,3,28,XZL-79,67,27,38(063)51-53-558
Юрій,Левченко,yuriy.levchenko11@student.org,1966,12,18,ITA-23,67,26,38(098)23-26-300
Денис,Коваленко,denys.kovalenko17@student.org,1979,4,7,OCB-38,67,26,38(093)35-52-238
Роман,Омельченко,roman.omelchenko30@student.org,1975,9,1,MNV-48,67,26,38(073)19-21-620
Богдан,Мельник,bohdan.melnyk14@student.org,2006,11,26,JVU-37,67,27,38(096)35-90-764
Михайло,Руденко,mykhaylo.rudenko15@student.org,1986,1,13,PKM-12,67,27,38(050)77-35-634
Ярослав,Білоус,yaroslav.bilous17@student.org,1978,2,23,LJE-36,67,26,38(096)86-24-287
Остап,Никоненко,ostap.nykonenko27@student.org,2004,12,22,HNQ-75,67,27,38(067)45-41-949
Тарас,Коваленко,taras.kovalenko30@student.org,1968,4,19,OEQ-17,67,27,38(099)68-87-149
Світлана,Василенко,svitlana.vasylenko30@student.org,1967,7,28,CSK-26,67,26,38(093)22-55-972
Лариса,Коваль,larysa.koval1@student.org,2000,12,7,GCF-89,67,28,38(073)94-67-197
Вікторія,Лебедь,viktoriya.lebed@student.org,1953,10,15,KBC-91,67,28,38(096)50-26-309
Ірина,Руденко,iryna.rudenko14@student.org,1986,11,9,PGM-33,67,27,38(099)18-65-720
Ганна,Гладко,hanna.hladko19@student.org,1960,2,24,KKU-30,67,27,38(050)53-51-710
Григорій,Рибак,hryhoriy.rybak20@student.org,2001,9,2,ZGK-45,67,27,38(050)85-43-545
Тетяна,Король,tetyana.korol24@student.org,1958,12,24,HIV-48,67,28,38(050)34-21-891
Павло,Поліщук,pavlo.polishchuk22@student.org,2001,6,12,DHS-92,67,27,38(093)44-44-480
Євгенія,Новік,yevheniya.novik19@student.org,1978,10,12,EDM-79,67,27,38(096)71-62-292
Наталія,Кузьменко,nataliya.kuzmenko45@student.org,1982,9,9,YHK-72,67,28,38(096)49-71-883
Михайло,Ковальчук,mykhaylo.kovalchuk32@student.org,1952,4,11,HQN-61,67,27,38(095)67-80-544
Лілія,Шевченко,liliya.shevchenko37@student.org,1974,2,14,QFA-57,67,27,38(096)72-63-934
Ганна,Гончаренко,hanna.honcharenko@student.org,2003,6,29,ITN-59,67,28,38(093)52-51-174
Інна,Левченко,inna.levchenko8@student.org,2002,7,5,ITX-35,67,28,38(063)97-24-775
Оксана,Романенко,oksana.romanenko13@student.org,1993,10,31,FZZ-61,67,29,38(096)89-87-221
Анна,Лебедь,anna.lebed12@student.org,1974,3,28,TON-41,67,29,38(096)80-36-916
Любов,Король,lyubov.korol23@student.org,1970,3,10,CQZ-63,67,29,38(066)74-94-448
Роман,Литвин,roman.lytvyn46@student.org,1973,9,28,ILR-85,67,28,38(097)84-96-437
Юлія,Поліщук,yuliya.polishchuk31@student.org,1984,10,14,XFC-68,67,29,38(099)67-80-119
Роман,Руденко,roman.rudenko62@student.org,1973,12,19,VDT-38,67,28,38(050)57-12-946
Дмитро,Романенко,dmytro.romanenko27@student.org,1987,8,21,XML-10,67,29,38(067)84-23-941
Інна,Петренко,inna.petrenko31@student.org,1996,3,20,ABS-69,67,28,38(097)67-22-466
Тетяна,Лисенко,tetyana.lysenko3@student.org,1955,8,7,AKB-83,67,30,38(050)87-80-355
Євгенія,Ковальчук,yevheniya.kovalchuk9@student.org,1974,9,11,CKI-57,67,30,38(050)60-14-327
Андрій,Михайленко,andriy.mykhaylenko19@student.org,1983,3,21,IJI-69,67,29,38(050)34-84-947
Федір,Мельник,fedir.melnyk26@student.org,1952,8,13,EYU-68,67,29,38(098)99-20-832
Інна,Шевченко,inna.shevchenko27@student.org,1989,8,24,LEC-58,67,30,38(066)11-21-393
Роман,Козлов,roman.kozlov64@student.org,1996,7,26,MFS-33,67,29,38(096)71-21-108
Остап,Литвин,ostap.lytvyn37@student.org,2003,10,7,FNL-46,67,30,38(067)33-32-310
Алла,Захарченко,alla.zakharchenko1@student.org,2006,6,10,CKW-18,67,31,38(098)96-38-634
Юлія,Руденко,yuliya.rudenko10@student.org,2007,3,12,ANL-80,67,31,38(063)35-56-172
Максим,Ткаченко,maksym.tkachenko9@student.org,1953,4,1,NGD-30,67,30,38(068)28-82-682
Станіслав,Павленко,stanislav.pavlenko22@student.org,1977,6,4,MCJ-35,67,31,38(050)25-37-160
Михайло,Ковальчук,mykhaylo.kovalchuk14@student.org,2006,6,29,ZXE-12,67,30,38(095)23-69-331
Надія,Новік,nadiya.novik26@student.org,1979,8,24,YSS-92,67,31,38(050)40-29-931
Наталія,Петренко,nataliya.petrenko23@student.org,1984,3,21,YSI-19,67,31,38(066)69-32-829
Юлія,Козлов,yuliya.kozlov21@student.org,1986,3,15,FPM-83,67,30,38(096)42-29-618
Станіслав,Гончаренко,stanislav.honcharenko21@student.org,2007,8,21,THS-70,67,30,38(063)89-28-551
Віталій,Панченко,vitaliy.panchenko26@student.org,1965,7,28,TFG-96,67,30,38(095)31-13-364
Федір,Коваль,fedir.koval29@student.org,1997,3,10,ARZ-63,67,31,38(073)71-72-211
Остап,Кравченко,ostap.kravchenko36@student.org,1967,3,2,CSM-20,67,31,38(096)12-85-579
Катерина,Романенко,kateryna.romanenko4@student.org,1988,5,26,IGX-29,67,31,38(095)25-74-685
Володимир,Кравченко,volodymyr.kravchenko8@student.org,1969,12,2,GBU-57,67,31,38(066)51-87-776
Віктор,Дорошенко,viktor.doroshenko19@student.org,1965,6,3,UBD-43,67,31,38(050)94-15-887
Віктор,Гончаренко,viktor.honcharenko23@student.org,1962,2,7,ZMH-93,67,31,38(093)61-73-653
Світлана,Стельмах,svitlana.stelmakh34@student.org,2004,4,15,HOQ-58,67,32,38(093)47-97-681
Олена,Панченко,olena.panchenko28@student.org,2005,10,9,VEU-58,67,31,38(095)57-76-350
Федір,Кравченко,fedir.kravchenko35@student.org,1993,9,3,NDU-34,67,31,38(073)79-40-883
Олена,Захарченко,olena.zakharchenko36@student.org,2009,6,15,BLG-36,67,31,38(096)91-69-326
Лариса,Макаренко,larysa.makarenko37@student.org,1989,7,6,MSB-58,67,32,38(095)96-32-479
Світлана,Василенко,svitlana.vasylenko6@student.org,1972,1,21,GQB-11,67,33,38(099)99-51-119
Володимир,Ткаченко,volodymyr.tkachenko4@student.org,2007,7,4,TGC-61,67,32,38(095)87-50-672
Вера,Ковальчук,vera.kovalchuk9@student.org,1995,4,4,YIN-82,67,33,38(093)41-42-996
Станіслав,Костенко,stanislav.kostenko24@student.org,1962,8,29,WSI-36,67,33,38(068)10-60-642
Петро,Руденко,petro.rudenko33@student.org,1967,6,4,XWJ-48,67,33,38(097)90-16-893
Володимир,Мельник,volodymyr.melnyk34@student.org,2008,6,21,FCQ-32,67,32,38(098)64-28-402
Павло,Ткаченко,pavlo.tkachenko39@student.org,1968,7,24,EDF-72,67,33,38(073)99-49-291
Вера,Макаренко,vera.makarenko44@student.org,1958,11,10,WSV-75,67,33,38(098)82-78-384
Юрій,Савченко,yuriy.savchenko1@student.org,2009,11,29,LXD-42,67,34,38(093)12-35-742
Ігор,Костенко,ihor.kostenko20@student.org,2001,12,30,SEV-24,67,34,38(096)37-47-641
Юрій,Петренко,yuriy.petrenko19@student.org,2008,6,22,SRN-23,67,34,38(097)76-24-186
Ігор,Стельмах,ihor.stelmakh25@student.org,1995,5,23,MZZ-41,67,34,38(050)83-70-323
Євгенія,Бойко,yevheniya.boyko22@student.org,2005,8,10,VCH-63,67,33,38(066)44-64-401
Марія,Авраменко,mariya.avramenko24@student.org,1993,9,23,NLV-85,67,34,38(098)48-37-432
Віталій,Коваленко,vitaliy.kovalenko34@student.org,1989,11,30,AOV-43,67,33,38(068)17-90-635
Денис,Панченко,denys.panchenko@student.org,2001,6,27,LGL-28,67,35,38(098)73-91-871
Вера,Лебедь,vera.lebed@student.org,2002,11,27,DMW-46,67,34,38(050)62-45-240
Остап,Цимбал,ostap.tsymbal7@student.org,1957,11,10,OIM-91,67,34,38(050)33-95-739
Денис,Гордієнко,denys.hordiyenko10@student.org,1983,9,29,HZJ-42,67,35,38(068)75-18-606
Віктор,Скрипка,viktor.skrypka13@student.org,1989,12,6,GLK-36,67,35,38(068)26-56-147
Євгенія,Кравченко,yevheniya.kravchenko32@student.org,2007,2,25,SQX-89,67,35,38(097)59-69-952
Роман,Савченко,roman.savchenko47@student.org,1951,9,17,VAV-76,67,34,38(096)34-89-821
Остап,Костенко,ostap.kostenko28@student.org,1998,9,27,QIF-12,67,34,38(068)70-50-976
Наталія,Стельмах,nataliya.stelmakh24@student.org,1982,12,19,CNO-94,67,34,38(067)60-34-951
Денис,Панченко,denys.panchenko34@student.org,2002,10,27,TOB-57,67,34,38(073)17-78-524
Тарас,Король,taras.korol3@student.org,2010,10,10,CLA-41,67,36,38(050)17-58-815
Ігор,Савченко,ihor.savchenko5@student.org,1973,1,25,BMC-66,67,35,38(095)30-41-682
Станіслав,Шаповал,stanislav.shapoval6@student.org,1969,12,25,HEQ-64,67,35,38(066)45-36-950
Ірина,Кузьменко,iryna.kuzmenko7@student.org,1958,11,23,XSQ-54,67,36,38(096)18-53-294
Людмила,Панченко,lyudmyla.panchenko7@student.org,1987,9,29,NWJ-27,67,36,38(050)18-88-160
Вера,Поліщук,vera.polishchuk21@student.org,2007,7,25,JZG-42,67,36,38(067)26-32-409
Олена,Новік,olena.novik34@student.org,2008,11,23,YQK-74,67,35,38(096)86-80-258
Володимир,Іваненко,volodymyr.ivanenko23@student.org,1996,12,20,OAR-65,67,36,38(067)44-79-827
Вікторія,Панченко,viktoriya.panchenko32@student.org,1960,7,20,OUX-85,67,36,38(050)47-91-432
Роман,Савченко,roman.savchenko66@student.org,1956,2,10,UNT-85,67,35,38(073)37-32-770
Надія,Литвин,nadiya.lytvyn31@student.org,1963,12,7,SMK-44,67,35,38(097)91-26-686
Алла,Іваненко,alla.ivanenko1@student.org,2000,12,23,AIB-70,67,36,38(050)81-32-307
Лариса,Савченко,larysa.savchenko3@student.org,1984,2,10,JIE-68,67,37,38(097)73-98-354
Анна,Авраменко,anna.avramenko9@student.org,1990,11,7,PZX-54,67,36,38(098)59-75-591
Михайло,Петренко,mykhaylo.petrenko5@student.org,2010,12,31,CRV-76,67,37,38(050)77-93-926
Алла,Коваль,alla.koval11@student.org,1991,1,14,MUW-51,67,36,38(063)91-68-453
Любов,Авраменко,lyubov.avramenko41@student.org,2009,3,25,VYJ-77,67,36,38(063)38-79-354
Михайло,Коваленко,mykhaylo.kovalenko@student.org,1988,1,18,XJN-17,67,37,38(097)35-18-758
Валентина,Мельник,valentyna.melnyk1@student.org,2006,7,16,XWR-81,67,37,38(093)72-77-354
Катерина,Романенко,kateryna.romanenko5@student.org,1973,7,23,AMQ-21,67,37,38(068)43-32-813
Катерина,Кравченко,kateryna.kravchenko10@student.org,2003,4,26,EGG-91,67,38,38(093)29-60-866
Тетяна,Лисенко,tetyana.lysenko20@student.org,1973,12,11,EIP-13,67,37,38(073)42-50-128
Ірина,Козлов,iryna.kozlov20@student.org,1979,10,3,VUG-62,67,38,38(067)49-95-935
Станіслав,Кузьменко,stanislav.kuzmenko26@student.org,1980,9,2,JNH-33,67,38,38(093)25-59-902
Ірина,Бойко,iryna.boyko32@student.org,2010,7,16,HIV-48,67,38,38(066)26-13-393
Федір,Савченко,fedir.savchenko17@student.org,2004,9,23,SQF-42,67,38,38(096)70-66-689
Оксана,Руденко,oksana.rudenko23@student.org,1971,7,18,ZKV-72,67,37,38(066)46-83-343
Наталія,Мельник,nataliya.melnyk32@student.org,1991,8,29,CZT-77,67,38,38(067)46-36-553
Лілія,Мельник,liliya.melnyk2@student.org,1997,12,16,UKE-75,67,38,38(050)31-43-947
Максим,Гриценко,maksym.hrytsenko6@student.org,1964,8,8,JNO-79,67,38,38(066)69-66-893
Андрій,Романенко,andriy.romanenko4@student.org,1990,6,5,DDZ-24,67,39,38(093)79-71-150
Дмитро,Дорошенко,dmytro.doroshenko12@student.org,1963,6,17,TEF-91,67,39,38(098)41-11-721
Роман,Коваленко,roman.kovalenko28@student.org,2000,3,16,GDP-35,67,39,38(096)37-87-628
Роман,Омельченко,roman.omelchenko35@student.org,1972,10,25,JOH-37,67,39,38(063)62-27-181
Остап,Панченко,ostap.panchenko18@student.org,1980,11,28,XBQ-96,67,39,38(098)94-17-970
Григорій,Скрипка,hryhoriy.skrypka28@student.org,1999,9,8,BMM-15,67,39,38(095)93-71-911
Тарас,Білоус,taras.bilous22@student.org,2010,1,24,SHY-12,67,39,38(050)35-84-574
Лілія,Авраменко,liliya.avramenko25@student.org,2007,4,1,ERG-13,67,39,38(073)52-52-869
Раїса,Мельник,rayisa.melnyk29@student.org,1993,6,11,KZJ-95,67,38,38(095)60-43-875
Анна,Михайленко,anna.mykhaylenko32@student.org,2008,9,19,PUA-34,67,38,38(073)33-84-819
Олександр,Король,oleksandr.korol36@student.org,1989,9,15,TLU-87,67,38,38(068)81-73-349
Віталій,Петренко,vitaliy.petrenko@student.org,2010,4,15,CHK-82,67,39,38(096)23-52-116
Петро,Шаповал,petro.shapoval12@student.org,1993,11,27,QJZ-38,67,39,38(093)67-85-976
Марія,Шевченко,mariya.shevchenko10@student.org,2010,1,13,LUZ-90,67,39,38(068)98-57-664
Іван,Дорошенко,ivan.doroshenko5@student.org,1958,9,26,KHB-95,67,40,38(096)57-52-123
Роман,Рибак,roman.rybak42@student.org,1961,4,4,YHV-97,67,40,38(066)18-59-800
Михайло,Король,mykhaylo.korol18@student.org,1973,12,24,XON-96,67,40,38(095)94-96-389
Юлія,Панченко,yuliya.panchenko20@student.org,1985,5,14,VMP-85,67,40,38(096)94-23-145
Олександр,Макаренко,oleksandr.makarenko26@student.org,1981,2,10,QLN-17,67,39,38(093)40-68-341
Лариса,Панченко,larysa.panchenko36@student.org,1972,3,1,BHQ-37,67,39,38(068)35-64-427
Олександр,Кравченко,oleksandr.kravchenko35@student.org,1967,8,1,ZGR-70,67,40,38(068)55-95-284
Андрій,Авраменко,andriy.avramenko4@student.org,1972,2,23,BSO-26,67,40,38(063)10-81-155
Катерина,Левченко,kateryna.levchenko7@student.org,2000,8,17,QFF-24,67,41,38(099)68-22-750
Вера,Никоненко,vera.nykonenko15@student.org,1999,10,22,DJK-42,67,40,38(098)72-79-364
Василь,Бойко,vasyl.boyko13@student.org,1979,12,13,JCU-94,67,41,38(050)99-47-546
Юлія,Захарченко,yuliya.zakharchenko11@student.org,1967,6,23,WNK-68,67,40,38(096)97-71-397
Алла,Поліщук,alla.polishchuk12@student.org,1973,4,1,XRX-93,67,40,38(095)64-83-665
Ярослав,Лисенко,yaroslav.lysenko16@student.org,1959,3,16,EZL-60,67,41,38(093)74-77-518
Ігор,Шевчук,ihor.shevchuk20@student.org,1969,3,5,MQJ-41,67,41,38(068)67-97-666
Роман,Руденко,roman.rudenko46@student.org,1956,7,3,YGT-43,67,40,38(050)97-49-126
Світлана,Лебедь,svitlana.lebed31@student.org,2007,6,21,WOU-15,67,40,38(050)51-82-360
Віктор,Білоус,viktor.bilous29@student.org,1953,6,27,GXY-94,67,40,38(073)10-30-801
Катерина,Романенко,kateryna.romanenko35@student.org,2006,4,27,ITM-95,67,40,38(068)75-20-655
Євгенія,Костенко,yevheniya.kostenko44@student.org,1977,1,28,KTG-37,67,40,38(093)57-69-841
Ірина,Поліщук,iryna.polishchuk40@student.org,1993,2,15,TQQ-72,67,40,38(093)75-33-732
Денис,Мельник,denys.melnyk1@student.org,1987,4,13,OWS-73,67,41,38(068)27-60-882
Михайло,Бойко,mykhaylo.boyko1@student.org,1996,5,27,FBM-40,67,42,38(095)61-69-299
Інна,Литвин,inna.lytvyn12@student.org,1991,12,11,ZTV-62,67,41,38(067)24-23-897
Федір,Ковальчук,fedir.kovalchuk13@student.org,1981,2,5,QSE-57,67,42,38(093)58-75-699
Іван,Кравченко,ivan.kravchenko15@student.org,1981,5,16,XWZ-30,67,42,38(050)85-51-881
Федір,Король,fedir.korol13@student.org,1971,1,9,TSJ-44,67,42,38(096)45-23-556
Віталій,Поліщук,vitaliy.polishchuk20@student.org,1969,6,4,MTW-43,67,41,38(068)18-34-502
Ганна,Цимбал,hanna.tsymbal37@student.org,1978,5,19,NYB-19,67,42,38(093)96-88-722
Роман,Шаповал,roman.shapoval66@student.org,1988,11,11,ISW-32,67,41,38(067)31-73-271
Алла,Коваленко,alla.kovalenko6@student.org,1994,1,30,PTT-54,67,42,38(097)76-79-718
Раїса,Шевченко,rayisa.shevchenko14@student.org,1986,5,15,PFN-45,67,43,38(097)60-60-477
Лілія,Марченко,liliya.marchenko39@student.org,2002,1,10,RDA-36,67,42,38(067)69-70-689
Оксана,Костенко,oksana.kostenko41@student.org,1965,9,23,WSY-69,67,42,38(066)14-58-291
Тарас,Захарченко,taras.zakharchenko3@student.org,1982,5,3,EXH-86,67,44,38(050)66-62-543
Раїса,Захарченко,rayisa.zakharchenko8@student.org,1997,10,15,CUV-83,67,44,38(097)98-49-440
Павло,Шаповал,pavlo.shapoval9@student.org,1998,4,19,PGT-58,67,43,38(095)39-26-232
Алла,Іваненко,alla.ivanenko9@student.org,1985,11,15,JPA-37,67,44,38(098)72-20-480
Лілія,Гайдук,liliya.hayduk10@student.org,1985,5,9,ELD-71,67,44,38(093)91-61-583
Богдан,Василенко,bohdan.vasylenko27@student.org,1993,7,3,SMV-92,67,43,38(093)65-75-616
Алла,Білоус,alla.bilous47@student.org,1958,12,14,SJM-64,67,43,38(063)30-19-620
Євгенія,Павленко,yevheniya.pavlenko35@student.org,2002,1,14,UBF-32,67,43,38(073)42-63-473
Віталій,Никоненко,vitaliy.nykonenko3@student.org,1951,1,17,NOP-58,67,44,38(098)65-70-726
Роман,Поліщук,roman.polishchuk15@student.org,1994,5,3,LCO-47,67,44,38(073)41-19-529
Роман,Макаренко,roman.makarenko27@student.org,1995,1,23,CKI-57,67,44,38(093)90-63-870
Петро,Король,petro.korol10@student.org,1961,10,31,VMG-17,67,45,38(093)84-21-532
Віталій,Омельченко,vitaliy.omelchenko11@student.org,1970,6,3,WIC-44,67,44,38(097)39-63-313
Ігор,Павленко,ihor.pavlenko20@student.org,1971,7,9,XNP-12,67,44,38(099)23-41-386
Раїса,Литвин,rayisa.lytvyn27@student.org,1965,6,27,SZY-46,67,45,38(098)93-31-845
Станіслав,Зайцев,stanislav.zaytsev33@student.org,1989,12,21,PHK-87,67,44,38(098)94-82-219
Надія,Панченко,nadiya.panchenko32@student.org,1998,8,9,UNH-31,67,44,38(073)35-27-451
Роман,Шевченко,roman.shevchenko63@student.org,1999,2,15,CZN-74,67,44,38(068)71-68-932
